0,0.6,0.4,623.4561775251924
1,0.6,0.4,620.3830701002257
2,0.6,0.4,626.2819766183363
3,0.6,0.4,622.493448072776
4,0.6,0.4,621.2239837113898
5,0.6,0.4,621.2581735132927
6,0.6,0.4,623.8156489088648
7,0.6,0.4,618.6196593618009
8,0.6,0.4,616.4439138938862
9,0.6,0.4,624.2232605318061
10,0.6,0.4,614.9429041891749
11,0.6,0.4,627.9590028375815
12,0.6,0.4,619.195555323452
13,0.6,0.4,629.44254604929
14,0.6,0.4,624.8274451734293
15,0.6,0.4,627.1997838124169
16,0.6,0.4,625.8805394162371
17,0.6,0.4,623.1251424313276
18,0.6,0.4,615.7071035459005
19,0.6,0.4,622.6171698088951
20,0.6,0.4,622.2392211851015
21,0.6,0.4,620.0097211590075
22,0.6,0.4,613.5789964963144
23,0.6,0.4,628.470564096545
24,0.6,0.4,630.5449222950833
25,0.6,0.4,625.385350211488
26,0.6,0.4,626.479832018677
27,0.6,0.4,621.8063339291975
28,0.6,0.4,628.7828332537481
29,0.6,0.4,622.3117833079643
0,0.7,0.3,615.9405008008432
1,0.7,0.3,627.7959676251162
2,0.7,0.3,624.4364123019429
3,0.7,0.3,627.6784729206113
4,0.7,0.3,634.0846159573051
5,0.7,0.3,625.5755434277949
6,0.7,0.3,632.7780281306334
7,0.7,0.3,630.931742964548
8,0.7,0.3,614.1542183377303
9,0.7,0.3,628.1881877196754
10,0.7,0.3,617.878759768542
11,0.7,0.3,635.270597022043
12,0.7,0.3,628.713114451052
13,0.7,0.3,623.0553964957181
14,0.7,0.3,626.3448532546939
15,0.7,0.3,633.9304860462919
16,0.7,0.3,625.797994622205
17,0.7,0.3,619.072263617497
18,0.7,0.3,630.1497091164711
19,0.7,0.3,621.9542948268937
20,0.7,0.3,625.070786000436
21,0.7,0.3,624.4409035717193
22,0.7,0.3,623.3980614915317
23,0.7,0.3,629.9429300239509
24,0.7,0.3,624.2936399771598
25,0.7,0.3,623.0623041594047
26,0.7,0.3,627.8461717898421
27,0.7,0.3,629.0402589784724
28,0.7,0.3,639.0446209299323
29,0.7,0.3,622.1131662144761
0,0.8,0.2,627.7312778945225
1,0.8,0.2,619.4037583307028
2,0.8,0.2,636.7062909892235
3,0.8,0.2,632.9886393269585
4,0.8,0.2,619.7164817883101
5,0.8,0.2,627.0427077873977
6,0.8,0.2,613.3547321571452
7,0.8,0.2,639.6610361504721
8,0.8,0.2,621.4792758822579
9,0.8,0.2,626.8947415095273
10,0.8,0.2,623.2000118052612
11,0.8,0.2,623.9782097900953
12,0.8,0.2,621.5548896600268
13,0.8,0.2,630.9319555686322
14,0.8,0.2,623.3745557889864
15,0.8,0.2,628.0830275540516
16,0.8,0.2,630.1510889023585
17,0.8,0.2,625.1984364875595
18,0.8,0.2,636.0543223471128
19,0.8,0.2,623.8630321362047
20,0.8,0.2,622.5229088072279
21,0.8,0.2,625.5378399561362
22,0.8,0.2,627.6624383466421
23,0.8,0.2,619.6592645166123
24,0.8,0.2,619.8348700470343
25,0.8,0.2,623.7769482424033
26,0.8,0.2,610.7920020642573
27,0.8,0.2,622.0658770214205
28,0.8,0.2,635.8767016583248
29,0.8,0.2,628.850357865584
