0,1,0.6,0.4,19396.166788952196
1,1,0.6,0.4,18019.475598543686
2,1,0.6,0.4,17195.74408813731
3,1,0.6,0.4,18672.86477119438
4,1,0.6,0.4,17173.295848333775
5,1,0.6,0.4,18273.72412761437
6,1,0.6,0.4,16376.336762336801
7,1,0.6,0.4,17841.63176415636
8,1,0.6,0.4,16365.59546329466
9,1,0.6,0.4,17206.911786549535
10,1,0.6,0.4,16406.26772273858
11,1,0.6,0.4,17155.006642910168
12,1,0.6,0.4,17122.975284118427
13,1,0.6,0.4,17176.79611988337
14,1,0.6,0.4,17133.34702669937
15,1,0.6,0.4,17883.84640316937
16,1,0.6,0.4,17922.02480042414
17,1,0.6,0.4,17251.081852572283
18,1,0.6,0.4,18842.480398990123
19,1,0.6,0.4,17248.30408531613
20,1,0.6,0.4,16364.156292475713
21,1,0.6,0.4,17979.120510972345
22,1,0.6,0.4,17894.099333756418
23,1,0.6,0.4,17896.63847987945
24,1,0.6,0.4,18892.041710461937
25,1,0.6,0.4,16359.787498613356
26,1,0.6,0.4,17982.70524397752
27,1,0.6,0.4,16413.304777016416
28,1,0.6,0.4,17890.882542734016
29,1,0.6,0.4,17186.934721350357
0,1,0.7,0.3,16395.021562831666
1,1,0.7,0.3,17085.13535435032
2,1,0.7,0.3,17920.28892210208
3,1,0.7,0.3,18241.559205730802
4,1,0.7,0.3,17099.477633426493
5,1,0.7,0.3,17409.824904106823
6,1,0.7,0.3,18697.28273341573
7,1,0.7,0.3,18064.925507238586
8,1,0.7,0.3,18709.460487916134
9,1,0.7,0.3,17272.54798404903
10,1,0.7,0.3,18011.81746623354
11,1,0.7,0.3,18515.438843557982
12,1,0.7,0.3,17219.116307500608
13,1,0.7,0.3,18674.632968417736
14,1,0.7,0.3,16398.77861840131
15,1,0.7,0.3,17883.8100877868
16,1,0.7,0.3,17885.2631181297
17,1,0.7,0.3,18654.07966019245
18,1,0.7,0.3,17969.31464748633
19,1,0.7,0.3,17881.00779830318
20,1,0.7,0.3,18331.493766134285
21,1,0.7,0.3,17975.55619143407
22,1,0.7,0.3,18671.180492342606
23,1,0.7,0.3,17185.19865349682
24,1,0.7,0.3,18646.895373271076
25,1,0.7,0.3,18703.409679469467
26,1,0.7,0.3,17850.03509469605
27,1,0.7,0.3,18783.540125037533
28,1,0.7,0.3,17377.73051237719
29,1,0.7,0.3,18936.355320926974
0,1,0.8,0.2,17882.78408241929
1,1,0.8,0.2,18683.94459233311
2,1,0.8,0.2,17103.506541602907
3,1,0.8,0.2,17184.461469125974
4,1,0.8,0.2,17302.65884437145
5,1,0.8,0.2,17985.534710247153
6,1,0.8,0.2,17974.96913642523
7,1,0.8,0.2,18690.611104545616
8,1,0.8,0.2,17868.189271765485
9,1,0.8,0.2,18675.78112081986
10,1,0.8,0.2,18793.156634731688
11,1,0.8,0.2,17894.9040225825
12,1,0.8,0.2,18652.217403938335
13,1,0.8,0.2,17225.53365933727
14,1,0.8,0.2,17236.56010013234
15,1,0.8,0.2,18023.41830436845
16,1,0.8,0.2,18198.002869992175
17,1,0.8,0.2,18692.90508048626
18,1,0.8,0.2,17309.96379144002
19,1,0.8,0.2,17941.74178716705
20,1,0.8,0.2,17095.308678237445
21,1,0.8,0.2,17898.948697461667
22,1,0.8,0.2,17920.313318665234
23,1,0.8,0.2,17991.71795556492
24,1,0.8,0.2,17864.07668441617
25,1,0.8,0.2,17909.250666308497
26,1,0.8,0.2,17891.9184174837
27,1,0.8,0.2,18662.154512619032
28,1,0.8,0.2,17322.71233550419
29,1,0.8,0.2,17886.97700545547
